report_number,occur_date,location,ucr_literal,neighborhood,latitude,longitude
120891579,2012-03-29,1680 RALPH D ABERNATHY BLVD SW,LARCENY-FROM VEHICLE,Westview,33.74787,-84.44242
120900586,2012-03-29,3211 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,None,33.75392,-84.49195999999998
120902832,2012-03-30,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120901591,2012-03-28,3892 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.691520000000004,-84.51591999999998
120900156,2012-03-30,2601 PEACHTREE PARK DR NE,ROBBERY-PEDESTRIAN,Brookwood Hills,33.813759999999995,-84.38948999999998
120902288,2012-03-29,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
120911338,2012-03-30,1345 PIEDMONT AVE NE,LARCENY-NON VEHICLE,None,33.785779999999995,-84.37429
120921710,2012-04-01,2099 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81196,-84.39139
120920732,2012-03-29,115 BISCAYNE DR NW,LARCENY-NON VEHICLE,None,33.81547,-84.39386
120920890,2012-03-25,3160 HOWELL MILL RD NW ,LARCENY-NON VEHICLE,None,33.84055,-84.42855
120932246,2012-03-31,2065 MARTIN L KING JR DR NW,BURGLARY-RESIDENCE,Battle Hill Haven,33.75,-84.45438
120932733,2012-04-02,2020 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.80983,-84.39306999999998
120931605,2012-04-02,48 STRATFORD DR NW,LARCENY-FROM VEHICLE,None,33.75697,-84.48881999999998
120940795,2012-02-20,2045 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood,33.810179999999995,-84.39269
120940701,2012-03-30,1249 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,None,33.77197,-84.42859
120950414,2012-04-04,1631 STANTON RD SW,AGG ASSAULT,None,33.71076,-84.44379999999998
120950155,2012-04-04,1977 MARTIN L KING JR DR NW,AUTO THEFT,Battle Hill Haven,33.75065,-84.44767
120950835,2012-04-04,3270 BOULDER PARK DR SW,LARCENY-NON VEHICLE,None,33.75007,-84.49476
120952160,2012-03-21,1968 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.80881,-84.3951
120961890,2012-04-05,3201 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,None,33.75428,-84.49165
120961747,2012-03-30,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-NON VEHICLE,Brookwood Hills,33.81,-84.39583
120971204,2012-04-04,1789 STANTON RD SW,BURGLARY-RESIDENCE,None,33.70598,-84.44413
120971071,2012-04-06,520 LYNN VALLEY ROAD SW,AGG ASSAULT,None,33.73796,-84.48252999999998
120971469,2012-04-06,2788 DEFOORS FERRY RD NW,LARCENY-NON VEHICLE,Westover Plantation,33.81978,-84.44660999999998
120971903,2012-04-05,2012 NISKEY LAKE RD ,LARCENY-NON VEHICLE,None,33.6995,-84.52840999999998
120981630,2012-04-07,2405 FAIRBURN RD SW,LARCENY-NON VEHICLE,None,33.6889,-84.51290999999998
120981260,2012-04-06,1700 STANTON RD SW;,BURGLARY-RESIDENCE,None,33.709070000000004,-84.44364
121001195,2012-04-09,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
121000902,2012-04-09,1066 FAYETTEVILLE RD SE,LARCENY-NON VEHICLE,Eastland Heights,33.72513,-84.32298
121012080,2012-04-03,2025 PEACHTREE RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.80958,-84.39293999999998
121011140,2012-04-10,3201 MARTIN L KING JR DR NW,AUTO THEFT,None,33.75428,-84.49165
121012308,2012-04-10,1874 PEACHTREE RD,LARCENY-FROM VEHICLE,Brookwood,33.806709999999995,-84.39389
121020165,2012-04-10,3381 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68403,-84.50216
121021623,2012-04-11,2980 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75517,-84.48480999999998
121031722,2012-03-30,3378 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68387,-84.50203999999998
121030963,2012-04-11,4511 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.69625,-84.53566999999998
121030651,2012-04-12,3111 HICKMAN DRIVE,LARCENY-FROM VEHICLE,Stratford,33.75454000000001,-84.48899
121040554,2012-04-12,1968 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
121041469,2012-04-08,135 STRATFORD RD NW,LARCENY-NON VEHICLE,None,33.75926,-84.48793
121041498,2012-04-12,219 ARMOUR DRIVE NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81053,-84.38048
121052613,2012-04-14,2931 MIDDLETON RD NW,AGG ASSAULT,Stratford,33.75294,-84.48775
121050598,2012-04-14,3290 NORTHSIDE PKWY NW,AGG ASSAULT,None,33.84475,-84.42693
121051800,2012-04-14,62 HARWELL RD SW,LARCENY-NON VEHICLE,None,33.7539,-84.49316
121052015,2012-04-14,2221 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.815090000000005,-84.39149
121050854,2012-04-14,3540 N CAMP CREEK PKWY SW,BURGLARY-NONRES,None,33.67051,-84.50298999999998
121060052,2012-04-15,3285 MARTIN L KING JR DR NW,ROBBERY-PEDESTRIAN,None,33.7536,-84.49455
121061702,2012-04-15,2116 DEFOORS FERRY RD NW,ROBBERY-PEDESTRIAN,None,33.81346,-84.42201
121061932,2012-04-15,3540 N CAMP CREEK PKWY SW,AGG ASSAULT,None,33.67051,-84.50298999999998
121072416,2012-04-13,2991 MIDDLETON RD NW,BURGLARY-RESIDENCE,None,33.75312,-84.48852999999998
121070699,2012-04-16,1185 COLLIER RD,AGG ASSAULT,Ellsworth Park,33.81136,-84.42529999999998
121070996,2012-04-15,3301 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.6721,-84.50121999999998
121072232,2012-04-16,1968 PEACHTREE RD,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
121071064,2012-04-16,3006 DELMAR LANE,LARCENY-NON VEHICLE,Stratford,33.75524,-84.48542999999998
121081015,2012-04-15,2952 MIDDLETON RD NW,LARCENY-NON VEHICLE,Stratford,33.75265,-84.48793
121082262,2012-04-17,2788 DEFOORS FERRY RD NW,LARCENY-NON VEHICLE,Westover Plantation,33.819520000000004,-84.44606
121080480,2012-04-16,93 ALLEN TEMPLE CT NW,AUTO THEFT,None,33.75287,-84.49101999999998
121080768,2012-04-16,426 SUNSET AVE NW,AGG ASSAULT,Brookwood Hills,33.80901,-84.39341999999998
121082454,2012-04-17,3301 N CAMP CREEK PKWY SW,AGG ASSAULT,None,33.6721,-84.50121999999998
121081867,2012-04-17,2035 NISKEY LAKE DR,BURGLARY-RESIDENCE,None,33.69908,-84.52872999999998
121090788,2012-04-18,2828 PEYTON CROSSING DR SW,BURGLARY-RESIDENCE,None,33.73635,-84.48009999999998
121091589,2011-01-01,311 SCOTT ST SE,AGG ASSAULT,None,33.749559999999995,-84.49594999999998
121092128,2012-04-18,504 10TH ST NE ,AUTO THEFT,None,33.781859999999995,-84.37216999999998
121091138,2012-04-18,3020 DELMAR LN,LARCENY-NON VEHICLE,Stratford,33.75527,-84.48577
121101256,2012-04-18,2788 DEFOORS FERRY RD,LARCENY-NON VEHICLE,Westover Plantation,33.81945,-84.44538
121101444,2012-04-16,1351 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,None,33.77214,-84.43188
121111020,2012-04-20,3144 MARTIN LUTHER KING JR DRIVE,AGG ASSAULT,None,33.75104,-84.48919999999998
121102833,2012-04-19,2110 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81203,-84.39274
121120978,2012-04-20,2001 MARTIN L KING ,AUTO THEFT,Battle Hill Haven,33.75056,-84.45044
121122233,2012-04-21,1870 CAMPBELLTON RD SW,AGG ASSAULT,None,33.70939,-84.44964
121122225,2012-04-21,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.6692,-84.50264
121131263,2012-04-22,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
121131460,2012-04-21,3221 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,None,33.75284,-84.49255999999998
121131997,2012-04-22,2788 DEFOORS FERRY RD NW,LARCENY-NON VEHICLE,Westover Plantation,33.819520000000004,-84.44606
121142114,2012-04-23,3201 MARTIN L KING JR DR NW,AUTO THEFT,None,33.75428,-84.49165
121141611,2012-04-23,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
121151921,2012-04-24,2405 FAIRBURN RD SW,ROBBERY-PEDESTRIAN,None,33.6889,-84.51290999999998
121152365,2012-04-23,3540 N CAMP CREEK PKWY SW,LARCENY-FROM VEHICLE,None,33.67051,-84.50298999999998
121162635,2012-04-25,2140 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.81296,-84.3926
121161297,2012-04-25,3201 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,None,33.75428,-84.49165
121160581,2012-04-25,1700 STANTON RD SW,BURGLARY-RESIDENCE,None,33.709070000000004,-84.44364
121170429,2012-04-26,BOULDER PARK DR SW / CUSHMAN CIR SW,AUTO THEFT,None,33.750809999999994,-84.49406
121182186,2012-04-25,2025 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood,33.80965,-84.39144
121181261,2012-04-27,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
121181706,2012-04-27,1185 COLLIER RD NW,BURGLARY-RESIDENCE,Ellsworth Park,33.81136,-84.42529999999998
121190679,2012-04-28,1840 CAMPBELLTON RD SW,AUTO THEFT,None,33.709790000000005,-84.44865
121191621,2012-04-27,3020 DELMAR LN NW,AUTO THEFT,Stratford,33.75527,-84.48577
121191386,2012-04-28,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
121191552,2012-04-28,3201 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,None,33.75428,-84.49165
121191138,2012-04-26,853 RODNEY DR SW,LARCENY-NON VEHICLE,None,33.73256,-84.4775
121201057,2012-04-28,40 PEACHTREE VALLEY RD NE,AUTO THEFT,Brookwood Hills,33.810959999999994,-84.39145
121200411,2012-04-29,1185 COLLIER RD NW,AGG ASSAULT,Ellsworth Park,33.81136,-84.42529999999998
121200524,2012-04-29,1202 PEACHTREE PARK DR NE;,BURGLARY-RESIDENCE,Brookwood Hills,33.81354,-84.38944999999998
121212041,2012-04-30,1870 CAMPBELLTON RD SW,BURGLARY-RESIDENCE,None,33.70939,-84.44964
121212462,2012-04-30,1874 PEACHTREE RD NW ,LARCENY-FROM VEHICLE,Brookwood,33.806709999999995,-84.39389
121210633,2012-04-30,3144 REEVES CIR NW,LARCENY-NON VEHICLE,None,33.75431,-84.48968999999998
121230640,2012-05-02,3020 DELMAR LN NW,BURGLARY-NONRES,Stratford,33.75448,-84.48608
121230759,2012-05-01,1193 COLLIER RD NW,BURGLARY-NONRES,Ellsworth Park,33.81136,-84.42543
121231140,2012-05-02,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
121231292,2012-05-02,3758 HEMPSTEAD WAY SW,BURGLARY-RESIDENCE,None,33.680859999999996,-84.51017
121232324,2012-05-02,1345 PIEDMONT AVE NE ,LARCENY-FROM VEHICLE,None,33.79002,-84.37385
121231573,2012-05-02,3378 GREENBRIAR PKWY SW,ROBBERY-PEDESTRIAN,None,33.682990000000004,-84.50128999999998
121232584,2012-05-02,3580 CAMPBELLTON RD SW ,ROBBERY-PEDESTRIAN,None,33.6899,-84.50584
121242703,2012-05-03,1401 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,None,33.775059999999996,-84.43302
121262268,2012-05-02,311 SCOTT ST SW,AUTO THEFT,None,33.749559999999995,-84.49594999999998
121262125,2012-05-05,I-285 NB EXPY NW / MARTIN L KING JR DR NW,ROBBERY-PEDESTRIAN,None,33.75352,-84.49535999999998
121271718,2012-05-06,2405 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.6889,-84.51290999999998
121271098,2012-05-06,2463 CORONET WAY NW,LARCENY-FROM VEHICLE,Ridgewood Heights,33.82105,-84.4497
121280945,2012-05-04,2125 NORTHSIDE DR NW,LARCENY-NON VEHICLE,None,33.813559999999995,-84.40760999999998
121280794,2012-05-05,3540 N CAMP CREEK PKWY SW,LARCENY-NON VEHICLE,None,33.6692,-84.50264
121282137,2012-05-07,2272 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81607,-84.39067
121280667,2012-05-06,146 H E HOLMES DR,AUTO THEFT,None,33.75335,-84.49375999999998
121280771,2012-05-05,3241 WESTPORT WAY,AUTO THEFT,None,33.74517,-84.4918
121290314,2012-05-08,570 LYNHURST DR SW @APS WEST MANOR ES,BURGLARY-NONRES,Stratford,33.73969,-84.48974
121290258,2012-05-08,1700 STANTON RD SW,BURGLARY-RESIDENCE,None,33.709070000000004,-84.44364
121290972,2012-02-12,3060  DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75488,-84.48587999999998
121291051,2012-02-12,3006 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.7542,-84.48621999999997
121291454,2012-05-07,1715 RALPH D ABERNATHY BLVD SW,BURGLARY-RESIDENCE,Westview,33.74919000000001,-84.44318
121291338,2012-05-08,1977 MARTIN L KING JR DR NW,AGG ASSAULT,Battle Hill Haven,33.75065,-84.44767
121291096,2012-05-06,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
121291843,2012-05-08,1371 PIEDMONT AVE NE,LARCENY-FROM VEHICLE,None,33.79114000000001,-84.3745
121292496,2012-05-08,2299 PEACHTREE RD NE,LARCENY-FROM VEHICLE,None,33.81745,-84.38916
121301393,2012-05-04,MORELAND AVE AND CONSTITUTION RD SE,LARCENY-NON VEHICLE,None,33.69262,-84.34945999999998
121302361,2012-05-09,2099 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81196,-84.39139
121300364,2012-05-08,2453 CORONET WAY NW,BURGLARY-RESIDENCE,Ridgewood Heights,33.8209,-84.44957999999998
121300394,2012-05-08,2453 CORONET WAY NW,BURGLARY-RESIDENCE,Westover Plantation,33.82117,-84.44793
121312719,2012-05-10,500 10TH ST NE,AGG ASSAULT,None,33.781859999999995,-84.37299999999998
121311938,2012-05-09,3378 GREENBRIAR PKWY SW,AUTO THEFT,None,33.682990000000004,-84.50128999999998
121311650,2012-05-10,1631 STANTON RD SW,LARCENY-NON VEHICLE,None,33.70991,-84.44433999999998
121320860,2012-05-11,3006 DELMAR LN NW,LARCENY-NON VEHICLE,Stratford,33.7542,-84.48621999999997
121321566,2012-05-10,1669 WESTVIEW DR SW,LARCENY-NON VEHICLE,None,33.74814,-84.44184
121321979,2012-05-11,2788 DEFOORS FERRY RD NW,AGG ASSAULT,Westover Plantation,33.82114,-84.44713
121322298,2012-05-09,2050 NISKEY LAKE RD SW,BURGLARY-RESIDENCE,None,33.69854,-84.52782999999998
121330497,2012-05-12,2788 DEFOORS FERRY RD NW,BURGLARY-RESIDENCE,Westover Plantation,33.82114,-84.44713
121330517,2012-05-11,1185 COLLIER RD NW,BURGLARY-RESIDENCE,Ellsworth Park,33.81136,-84.42529999999998
121331201,2012-05-12,1977 MARTIN L KING JR DR NW,ROBBERY-PEDESTRIAN,Battle Hill Haven,33.75065,-84.44767
121331897,2012-05-12,1345 PIEDMONT AVE NE,LARCENY-FROM VEHICLE,None,33.785779999999995,-84.37429
121341455,2012-05-10,2025 PEACHTREE RD NW,BURGLARY-RESIDENCE,Brookwood Hills,33.80958,-84.39293999999998
121350236,2012-05-13,3086 MIDDLETON RD NW,LARCENY-NON VEHICLE,Stratford,33.7526,-84.48985999999998
121361055,2012-05-15,1247 DONALD LEE HOLLOWELL PKWY NW,AUTO THEFT,None,33.77196,-84.42854
121360026,2012-05-14,1685  RALPH D ABERNATHY BLVD SW,ROBBERY-PEDESTRIAN,Battle Hill Haven,33.75067,-84.44614
121360745,2012-05-15,1745 LAKE AVE SW,BURGLARY-RESIDENCE,None,33.70653,-84.44533
121361268,2012-05-15,1185 COLLIER RD NW,BURGLARY-RESIDENCE,Ellsworth Park,33.81136,-84.42529999999998
121361999,2012-05-04,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
121370870,2012-05-15,5122 BROOKWOOD VALLEY CIR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81061,-84.39037999999998
121361062,2012-05-13,114 DELMOOR DR NW,BURGLARY-RESIDENCE,None,33.75711,-84.4918
121372607,2012-05-16,2453 CORONET WAY NW,ROBBERY-PEDESTRIAN,Ridgewood Heights,33.8209,-84.44957999999998
121371859,2012-05-15,2788 DEFOORS FERRY RD NW,LARCENY-FROM VEHICLE,Westover Plantation,33.82114,-84.44713
121380240,2012-05-17,3102 MARTIN L KING JR DR SW,LARCENY-NON VEHICLE,Stratford,33.75103,-84.48831
121382660,2012-05-17,1752 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.711079999999995,-84.44511
121380799,2012-05-16,62 HARWELL ROAD,LARCENY-NON VEHICLE,None,33.7538,-84.49299999999998
121381466,2012-04-23,3201 MARTIN L KING,AUTO THEFT,None,33.75428,-84.49165
121382557,2012-05-17,2274 PEACHTREE RD NW,ROBBERY-PEDESTRIAN,None,33.81685,-84.39064999999998
121390038,2012-05-17,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
121390939,2012-05-17,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
121391518,2012-05-17,294 BROWNLEE RD SW,LARCENY-FROM VEHICLE,None,33.74943,-84.49637
121391118,2012-05-17,93 ALLEN TEMPLE CT NW,LARCENY-NON VEHICLE,None,33.75282,-84.49082
121391522,2012-05-18,1249 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,None,33.77197,-84.42859
121402368,2012-05-19,3378 GREENBRIAR PKWY SW,AGG ASSAULT,None,33.68387,-84.50203999999998
121402604,2012-05-19,1870 CAMPBELLTON RD SW,AGG ASSAULT,None,33.70939,-84.44964
121411061,2012-05-19,I-285 NB EXPY NW / MARTIN L KING JR DR NW,AUTO THEFT,None,33.75352,-84.49535999999998
121410086,2012-05-20,2325 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.82065,-84.45274
121421029,2012-05-21,3201 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,None,33.75428,-84.49165
121420987,2012-05-18,2480 NISKEY LAKE RD SW,BURGLARY-RESIDENCE,None,33.687259999999995,-84.52665
121422279,2012-05-21,1185 COLLIER RD NW;,BURGLARY-RESIDENCE,Ellsworth Park,33.81136,-84.42529999999998
121430417,2012-05-21,3155 HICKMAN DR NW,AUTO THEFT,Stratford,33.75507,-84.49028
121431321,2012-05-22,40 ARLINGTON DR NW,LARCENY-NON VEHICLE,None,33.75695,-84.49319
121441628,2012-05-22,65 PEACHTREE MEMORIAL DR NW,LARCENY-FROM VEHICLE,None,33.81702,-84.39230999999998
121442715,2012-05-23,3221 MARTIN L KING JR DR NW,ROBBERY-PEDESTRIAN,None,33.75284,-84.49255999999998
121450175,2012-05-23,178 STRATFORD DR NW,BURGLARY-RESIDENCE,None,33.76038,-84.48863
121451968,2012-05-24,2405 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.6889,-84.51290999999998
121461307,2012-05-18,3540 N CAMP CREEK PKWY SW,LARCENY-NON VEHICLE,None,33.67051,-84.50298999999998
121460693,2012-05-25,311 SCOTT ST SW,AUTO THEFT,None,33.749559999999995,-84.49594999999998
121470143,2012-05-24,3155 HICKMAN DRIVE NW,BURGLARY-RESIDENCE,Stratford,33.75507,-84.49028
121471886,2012-05-26,2991 MIDDLETON RD NW,AGG ASSAULT,None,33.75312,-84.48852999999998
121481185,2012-05-27,1669 WESTVIEW DR SW,BURGLARY-NONRES,None,33.74814,-84.44184
121490621,2012-05-28,1203 COLLIER RD NW,BURGLARY-NONRES,Ellsworth Park,33.81163,-84.42536
121491739,2012-05-28,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
121490682,2012-05-27,2274 PEACHTREE RD NW,LARCENY-FROM VEHICLE,None,33.81685,-84.39064999999998
121501473,2012-05-29,4465 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.69704,-84.53461999999998
121500059,2012-05-29,3242 DELMAR LN NW,ROBBERY-PEDESTRIAN,Stratford,33.755990000000004,-84.49275
121512726,2012-05-30,3146 REEVES CIR NW,BURGLARY-NONRES,None,33.75443,-84.48975
121512499,2012-05-30,8218 BROOKWOOD VALLEY CIR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81008,-84.39175
121510879,2012-05-29,400 PARK DR NE,BURGLARY-NONRES,None,33.786429999999996,-84.37144999999998
121502112,2012-05-29,330 BROWNLEE RD SW,AUTO THEFT,None,33.747479999999996,-84.49693999999998
121511584,2012-05-30,2099 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81196,-84.39139
121511372,2012-05-27,3086 MIDDLETON RD NW,LARCENY-NON VEHICLE,Stratford,33.7523,-84.4902
121511690,2012-02-06,1968 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.80881,-84.3951
121491249,2012-05-28,939 PONCE DE LEON AVE NE,LARCENY-NON VEHICLE,Linwood,33.77382,-84.35733
121522270,2012-05-31,2065 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Battle Hill Haven,33.75,-84.45438
121520668,2012-05-30,1002 BROOKWOOD VALLEY CIR NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.8101,-84.38892
121522546,2012-05-31,2415 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.68909,-84.51182
121521508,2012-05-31,3378 GREENBRIAR PKWY,ROBBERY-PEDESTRIAN,None,33.682990000000004,-84.50128999999998
121520809,2012-05-31,3143 HICKMAN DR NW,AGG ASSAULT,Stratford,33.75501,-84.4898
121531495,2012-05-11,1715 RALPH D ABERNATHY BLVD SW,BURGLARY-RESIDENCE,Westview,33.74919000000001,-84.44318
121532198,2012-06-01,40 PEACHTREE VALLEY RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.810959999999994,-84.39145
121532374,2012-06-01,1185 COLLIER RD NW,BURGLARY-RESIDENCE,Ellsworth Park,33.81136,-84.42529999999998
121532453,2012-06-01,2099 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81196,-84.39139
121542222,2012-06-02,3020 DELMAR LN NW,ROBBERY-PEDESTRIAN,Stratford,33.75527,-84.48577
121542405,2012-06-02,3020 DELMAR LN NW,ROBBERY-PEDESTRIAN,Stratford,33.75509,-84.48610999999998
121542656,2012-06-02,2453 CORONET WAY NW,ROBBERY-RESIDENCE,Ridgewood Heights,33.8209,-84.44957999999998
121550871,2012-06-02,1185 COLLIER RD NW,AUTO THEFT,Ellsworth Park,33.81136,-84.42529999999998
121552046,2012-06-03,2225 MARIETTA BLVD NW,LARCENY-NON VEHICLE,Westover Plantation,33.818059999999996,-84.44816
121562249,2012-06-04,2001 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Battle Hill Haven,33.75056,-84.45044
121561020,2012-06-04,3086 MIDDLETON RD NW,LARCENY-FROM VEHICLE,Stratford,33.7523,-84.4902
121562133,2012-06-04,3045 MIDDLETON RD NW,LARCENY-FROM VEHICLE,Stratford,33.75295,-84.48959999999998
121560431,2012-06-04,1700 STANTON RD SW,AUTO THEFT,None,33.709070000000004,-84.44364
121561055,2012-06-04,3378 GREENBRIAR PKWY SW,AUTO THEFT,None,33.682990000000004,-84.50128999999998
121571490,2012-06-05,3192 OAKCLIFF RD NW,BURGLARY-RESIDENCE,None,33.75848,-84.49227999999998
121571319,2012-06-05,1185 COLLIER RD NW,AUTO THEFT,Ellsworth Park,33.81136,-84.42529999999998
121571213,2012-06-05,2405 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.6889,-84.51290999999998
121572482,2012-06-05,2099 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81196,-84.39139
121580136,2012-06-06,2193 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.81411,-84.39144
121582414,2012-06-04,415 ARMOUR DR NE,LARCENY-NON VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
121581520,2012-06-06,2099 MARTIN LUTHER KING JR DR NW ,ROBBERY-PEDESTRIAN,Battle Hill Haven,33.75035,-84.45559
121581276,2012-06-05,3200 DOWNWOOD CIR NW,LARCENY-FROM VEHICLE,None,33.84158,-84.42564
121581342,2012-06-06,2274 PEACHTREE RD,LARCENY-FROM VEHICLE,None,33.81623,-84.39036999999998
121582813,2012-06-06,81 ALLEN TEMPLE CT,AGG ASSAULT,None,33.75308,-84.49082
121580741,2012-06-06,2110 PEACHTREE RD NW,BURGLARY-NONRES,Brookwood Hills,33.81203,-84.39274
121581115,2012-06-05,2285 PEACHTREE RD NE,BURGLARY-NONRES,None,33.81637,-84.38953999999998
121591849,2012-06-07,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
121590934,2012-06-07,2037 MARTIN L KING JR DR NW,AUTO THEFT,Battle Hill Haven,33.75005,-84.45371
121591408,2012-06-06,1249 DONALD LEE HOLLOWELL PKWY NW,AUTO THEFT,None,33.77197,-84.42859
121590286,2012-06-06,1830 CAMPBELLTON RD SW,AUTO THEFT,None,33.70994,-84.44833
121592607,2012-06-07,3221 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,None,33.75284,-84.49255999999998
121600932,2012-05-21,2285 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.816720000000004,-84.38977
121601002,2012-06-07,3540 N CAMP CREEK PKWY SW,LARCENY-FROM VEHICLE,None,33.67051,-84.50298999999998
121601301,2012-06-08,3540 N CAMP CREEK PKWY SW,LARCENY-FROM VEHICLE,None,33.67051,-84.50298999999998
121600647,2012-06-08,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
121600870,2012-06-08,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
121602692,2012-06-07,2931 MIDDLETON RD NW,AUTO THEFT,Stratford,33.75294,-84.48775
121601524,2011-04-11,3284 NORTHSIDE PKWY NW,BURGLARY-NONRES,None,33.84499,-84.42628999999998
121610145,2012-06-08,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
